,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,OWS,DWS,WS,OBPM,DBPM,BPM,VORP,Year,UID,Salary,Cap%
331,Paul Pierce,SF,35,BOS,77,77,33.4,6.2,14.2,1.9,5.0,4.3,9.2,4.3,5.5,0.6,5.7,6.3,4.8,1.1,0.4,2.8,2.7,18.6,3.5,3.7,7.2,3.0,0.7,3.6,3.6,2013,piercpa01,  16790345 ,0.2861389082976874
332,Dexter Pittman,C,24,TOT,11,0,2.9,0.4,1.0,0.0,0.0,0.4,1.0,0.0,0.3,0.6,0.5,1.1,0.0,0.0,0.0,0.3,0.7,0.7,-0.1,0.0,-0.1,-12.1,-6.6,-18.8,-0.1,2013,pittmde01,  854389 ,0.01456038787300397
333,Miles Plumlee,C,24,IND,14,0,3.9,0.4,1.5,0.0,0.0,0.4,1.5,0.2,0.3,0.9,0.7,1.6,0.1,0.0,0.2,0.2,0.4,0.9,-0.1,0.1,0.0,-5.0,-2.9,-7.8,-0.1,2013,plumlmi01,  1073280 ,0.018290700250515518
334,Quincy Pondexter,SF,24,MEM,59,1,21.1,2.2,5.1,1.0,2.6,1.2,2.5,1.0,1.3,0.7,1.5,2.2,1.0,0.6,0.1,0.7,1.6,6.4,1.7,1.5,3.2,-0.8,0.6,-0.1,0.6,2013,pondequ01,  1234320 ,0.021035123297943045
335,A.J. Price,PG,26,WAS,57,22,22.4,2.8,7.2,1.2,3.5,1.6,3.7,0.9,1.1,0.4,1.6,2.0,3.6,0.6,0.1,1.1,1.3,7.7,1.0,1.2,2.2,-0.2,-0.4,-0.6,0.5,2013,priceaj01,  885120 ,0.015084101637723888
336,Ronnie Price,PG,29,POR,39,0,13.1,1.0,3.1,0.3,1.0,0.7,2.1,0.4,0.6,0.3,0.8,1.1,1.9,0.7,0.1,0.9,1.6,2.7,-0.5,0.3,-0.2,-5.4,0.5,-4.9,-0.4,2013,pricero01,  1146337 ,0.019535728284394756
337,Pablo Prigioni,PG,35,NYK,78,18,16.2,1.3,2.8,0.7,1.7,0.6,1.1,0.3,0.3,0.5,1.3,1.8,3.0,0.9,0.0,1.1,1.6,3.5,2.0,1.3,3.2,-0.8,0.9,0.1,0.7,2013,prigipa01,  473604 ,0.008071098689480052
338,Tayshaun Prince,SF,32,TOT,82,81,32.1,4.4,10.0,0.5,1.1,3.9,8.9,1.2,1.6,0.9,3.6,4.4,2.4,0.6,0.3,1.1,1.0,10.4,1.5,2.1,3.6,-0.9,-0.2,-1.2,0.5,2013,princta01,  6764045 ,0.11527198827519215
339,Joel Przybilla,C,33,MIL,12,1,5.7,0.1,0.3,0.0,0.0,0.1,0.3,0.0,0.2,0.4,1.3,1.8,0.3,0.1,0.2,0.3,0.8,0.2,-0.1,0.1,0.0,-7.4,0.1,-7.3,-0.1,2013,przybjo01,  1352181 ,0.023043695359498288
340,Anthony Randolph,PF,23,DEN,39,0,8.4,1.4,2.9,0.0,0.2,1.4,2.7,0.8,1.2,0.7,1.7,2.4,0.3,0.5,0.5,0.9,1.1,3.7,-0.1,0.6,0.5,-3.6,0.7,-2.9,-0.1,2013,randoan01,  1674641 ,0.028539017365667444
341,Zach Randolph,PF,31,MEM,76,75,34.3,6.2,13.5,0.0,0.3,6.2,13.2,3.0,3.9,4.1,7.2,11.2,1.4,0.8,0.4,2.0,2.4,15.4,3.2,4.7,7.9,1.0,-0.7,0.2,1.5,2013,randoza01,  16500000 ,0.281190886006919
342,J.J. Redick,SG,28,TOT,78,13,30.5,4.9,11.3,2.1,5.8,2.8,5.5,2.2,2.4,0.2,2.0,2.2,3.8,0.5,0.1,1.8,1.5,14.1,4.0,0.5,4.5,1.3,-1.7,-0.4,0.9,2013,redicjj01,  6190000 ,0.10548918693229264
343,Jason Richardson,SG,32,PHI,33,33,28.4,4.1,10.2,1.7,5.1,2.4,5.1,0.6,1.0,0.6,3.3,3.8,1.5,1.2,0.5,0.8,1.7,10.5,0.3,1.1,1.4,-0.9,0.5,-0.5,0.4,2013,richaja01,  5799625 ,0.09883646619744713
344,Quentin Richardson,SF,32,NYK,1,0,29.0,1.0,11.0,1.0,4.0,0.0,7.0,2.0,2.0,5.0,5.0,10.0,1.0,0.0,0.0,2.0,1.0,5.0,-0.1,0.0,-0.1,-7.9,-7.1,-14.9,-0.1,2013,richaqu01,  2627400 ,0.04477581417542903
345,Luke Ridnour,SG,31,MIN,82,82,30.2,4.5,9.9,0.8,2.6,3.7,7.3,1.7,2.0,0.5,2.0,2.5,3.8,1.0,0.2,1.6,2.3,11.5,2.6,1.8,4.3,-1.0,0.2,-0.8,0.8,2013,ridnolu01,  4000000 ,0.06816748751682884
346,Austin Rivers,SG,20,NOH,61,26,23.2,2.4,6.4,0.5,1.4,1.9,5.0,1.0,1.8,0.3,1.5,1.8,2.1,0.4,0.1,1.2,2.0,6.2,-1.2,0.1,-1.1,-4.7,-1.6,-6.2,-1.5,2013,riverau01,  2238360 ,0.038145844339542254
347,Brian Roberts,PG,27,NOH,78,5,17.0,2.7,6.6,0.8,2.0,2.0,4.6,0.9,1.0,0.2,1.0,1.2,2.8,0.5,0.0,0.9,1.4,7.1,2.0,0.2,2.2,0.8,-1.4,-0.6,0.5,2013,roberbr01,  473604 ,0.008071098689480052
348,Nate Robinson,PG,28,CHI,82,23,25.4,4.9,11.2,1.7,4.2,3.1,7.0,1.6,2.1,0.4,1.9,2.2,4.4,1.0,0.1,1.8,2.5,13.1,3.5,2.4,5.9,2.5,0.3,2.8,2.5,2013,robinna01,  1146337 ,0.019535728284394756
349,Thomas Robinson,PF,21,TOT,70,0,15.1,2.0,4.6,0.0,0.0,2.0,4.6,0.8,1.6,1.7,2.8,4.5,0.7,0.6,0.4,1.3,1.8,4.8,-0.9,0.9,-0.1,-3.8,-1.5,-5.3,-0.9,2013,robinth01,  3374640 ,0.057510182518447826
350,Rajon Rondo,PG,26,BOS,38,38,37.4,5.9,12.2,0.3,1.3,5.6,10.9,1.6,2.4,1.1,4.4,5.6,11.1,1.8,0.2,3.9,2.5,13.7,1.2,2.0,3.2,1.6,0.6,2.2,1.5,2013,rondora01,  11000000 ,0.18746059067127932
351,Terrence Ross,SG,21,TOR,73,2,17.0,2.5,6.3,0.9,2.7,1.7,3.6,0.4,0.6,0.5,1.5,2.0,0.7,0.6,0.2,0.7,1.7,6.4,0.0,0.8,0.9,-1.7,-0.7,-2.5,-0.1,2013,rosste01,  2563320 ,0.04368377102540943
352,Brandon Roy,SG,28,MIN,5,5,24.4,2.2,7.0,0.0,1.8,2.2,5.2,1.4,2.0,0.6,2.2,2.8,4.6,0.6,0.0,1.4,1.0,5.8,-0.1,0.1,0.0,-3.5,-0.8,-4.2,-0.1,2013,roybr01,  5100000 ,0.08691354658395678
353,Brandon Roy,SG,28,MIN,5,5,24.4,2.2,7.0,0.0,1.8,2.2,5.2,1.4,2.0,0.6,2.2,2.8,4.6,0.6,0.0,1.4,1.0,5.8,-0.1,0.1,0.0,-3.5,-0.8,-4.2,-0.1,2013,roybr01,  16359805 ,0.27880170077881355
354,Ricky Rubio,PG,22,MIN,57,47,29.7,3.2,9.0,0.5,1.6,2.8,7.4,3.7,4.6,0.8,3.2,4.0,7.3,2.4,0.1,3.0,2.5,10.7,0.4,2.6,3.0,-0.8,1.9,1.1,1.3,2013,rubiori01,  3741120 ,0.06375568772473969
355,Brandon Rush,SF,27,GSW,2,0,12.5,3.0,4.5,0.0,1.0,3.0,3.5,1.0,1.5,0.0,0.5,0.5,1.0,0.0,0.0,1.5,2.5,7.0,0.0,0.0,0.0,-2.7,1.7,-1.0,0.0,2013,rushbr01,  4000000 ,0.06816748751682884
356,Robert Sacre,C,23,LAL,32,3,6.3,0.6,1.5,0.0,0.0,0.6,1.5,0.2,0.3,0.3,0.8,1.1,0.2,0.0,0.3,0.3,1.2,1.3,-0.2,0.1,-0.1,-8.0,-0.7,-8.8,-0.4,2013,sacrero01,  473604 ,0.008071098689480052
357,John Salmons,SF,33,SAC,76,72,30.0,3.2,8.1,1.3,3.5,1.9,4.5,1.1,1.4,0.4,2.3,2.7,3.0,0.7,0.3,1.1,1.9,8.8,1.8,-0.1,1.6,-1.1,-1.5,-2.5,-0.3,2013,salmojo01,  8083000 ,0.1377494503996319
358,Samardo Samuels,C,24,CLE,18,1,10.9,1.2,3.3,0.0,0.1,1.2,3.3,0.8,1.3,0.6,1.0,1.6,0.4,0.2,0.2,0.3,1.7,3.2,-0.1,0.0,-0.1,-4.6,-1.6,-6.2,-0.2,2013,samuesa01,  341756 ,0.00582416196595034
359,Larry Sanders,C,24,MIL,71,55,27.3,4.3,8.5,0.0,0.0,4.3,8.5,1.2,1.9,3.2,6.3,9.5,1.2,0.7,2.8,1.2,3.3,9.8,2.3,3.7,6.0,-1.1,2.0,1.0,1.5,2013,sandela01,  1991760 ,0.03394331873412976
360,Luis Scola,PF,32,PHO,82,67,26.6,5.3,11.2,0.0,0.2,5.2,11.0,2.2,2.8,1.9,4.7,6.6,2.2,0.8,0.4,1.5,3.1,12.8,2.4,1.9,4.4,-0.3,-0.2,-0.5,0.8,2013,scolalu01,  5259697 ,0.08963508239745054
361,Luis Scola,PF,32,PHO,82,67,26.6,5.3,11.2,0.0,0.2,5.2,11.0,2.2,2.8,1.9,4.7,6.6,2.2,0.8,0.4,1.5,3.1,12.8,2.4,1.9,4.4,-0.3,-0.2,-0.5,0.8,2013,scolalu01,  4148510 ,0.07069837590960991
362,Mike Scott,PF,24,ATL,40,1,9.4,1.8,3.7,0.0,0.0,1.8,3.7,1.1,1.4,1.0,1.8,2.8,0.3,0.1,0.1,0.5,0.8,4.6,0.5,0.4,0.9,-0.9,-2.6,-3.5,-0.1,2013,scottmi01,  473604 ,0.008071098689480052
363,Thabo Sefolosha,SG,28,OKC,81,81,27.5,2.8,5.8,1.3,3.2,1.4,2.6,0.7,0.9,0.7,3.2,3.9,1.5,1.3,0.5,0.8,2.2,7.6,3.6,3.1,6.8,0.6,1.8,2.4,2.5,2013,sefolth01,  3600000 ,0.06135073876514596
364,Josh Selby,PG,21,MEM,10,0,5.9,0.6,2.2,0.1,0.6,0.5,1.6,0.7,1.1,0.0,0.5,0.5,0.4,0.2,0.0,0.7,0.7,2.0,-0.3,0.1,-0.2,-10.1,-2.3,-12.4,-0.2,2013,selbyjo01,  762195 ,0.012989229536972341
365,Ramon Sessions,SG,26,CHA,61,0,27.1,4.5,11.1,0.5,1.8,4.0,9.3,4.8,5.7,0.4,2.3,2.8,3.8,0.8,0.1,1.7,1.5,14.4,2.9,0.0,2.9,1.6,-2.0,-0.4,0.7,2013,sessira01,  5000000 ,0.08520935939603606
366,Tornike Shengelia,SF,21,BRK,19,0,4.9,0.5,1.2,0.1,0.1,0.5,1.1,0.5,0.8,0.5,0.7,1.2,0.2,0.2,0.1,0.6,0.6,1.6,-0.1,0.1,0.0,-5.2,-1.3,-6.5,-0.1,2013,shengto01,  473604 ,0.008071098689480052
367,Iman Shumpert,SG,22,NYK,45,45,22.1,2.4,6.1,1.1,2.8,1.3,3.3,0.8,1.0,0.7,2.3,3.0,1.7,1.0,0.2,0.8,2.2,6.8,1.0,1.0,1.9,-0.8,0.7,-0.1,0.5,2013,shumpim01,  1680360 ,0.028636479830944632
368,Alexey Shved,SG,24,MIN,77,16,23.9,3.1,8.2,1.1,3.7,2.0,4.5,1.4,1.9,0.5,1.7,2.3,3.7,0.7,0.4,1.9,1.5,8.6,-0.6,1.4,0.8,-1.1,-0.6,-1.7,0.1,2013,shvedal01,  2934610 ,0.05001124763544028
369,Kyle Singler,SF,24,DET,82,74,28.0,3.4,7.8,0.9,2.4,2.5,5.4,1.2,1.5,1.3,2.7,4.0,0.9,0.7,0.5,1.2,2.6,8.8,1.1,1.2,2.3,-2.2,-0.8,-3.0,-0.6,2013,singlky01,  1000000 ,0.01704187187920721
370,Chris Singleton,PF,23,WAS,57,11,16.2,1.6,4.2,0.1,0.6,1.5,3.6,0.7,1.2,0.9,2.3,3.2,0.6,0.7,0.4,0.8,2.2,4.1,-1.0,1.5,0.5,-5.6,1.3,-4.3,-0.6,2013,singlch01,  1596360 ,0.027204962593091225
371,Donald Sloan,SG-PG,25,TOT,23,0,11.4,1.2,3.4,0.3,0.8,0.9,2.6,0.9,1.1,0.1,1.1,1.2,1.7,0.2,0.0,0.6,0.7,3.5,0.0,0.0,0.1,-1.8,-1.2,-3.0,-0.1,2013,sloando01,  251076 ,0.00427880502394383
372,Donald Sloan,SG-PG,25,TOT,23,0,11.4,1.2,3.4,0.3,0.8,0.9,2.6,0.9,1.1,0.1,1.1,1.2,1.7,0.2,0.0,0.6,0.7,3.5,0.0,0.0,0.1,-1.8,-1.2,-3.0,-0.1,2013,sloando01,  44835 ,0.0007640723257042553
373,Greg Smith,C,22,HOU,70,10,15.9,2.4,3.9,0.0,0.0,2.4,3.9,1.2,1.9,1.6,3.0,4.6,0.4,0.3,0.6,0.6,2.5,6.0,2.8,1.2,4.0,-0.6,0.0,-0.6,0.4,2013,smithgr02,  762195 ,0.012989229536972341
374,Ish Smith,PG,24,TOT,52,3,9.9,1.1,3.1,0.2,0.5,0.9,2.5,0.1,0.1,0.2,0.9,1.2,1.7,0.4,0.2,0.7,0.5,2.4,-0.8,0.4,-0.4,-4.1,0.0,-4.1,-0.3,2013,smithis01,  854389 ,0.01456038787300397
375,J.R. Smith,SG,27,NYK,80,0,33.5,6.6,15.6,1.9,5.5,4.7,10.2,3.0,3.9,0.8,4.5,5.3,2.7,1.3,0.3,1.7,2.8,18.1,4.0,2.7,6.7,1.6,-0.4,1.3,2.2,2013,smithjr01,  2806452 ,0.04782719541914484
376,Jason Smith,C,26,NOH,51,0,17.2,3.3,6.7,0.0,0.1,3.3,6.6,1.7,2.0,1.3,2.4,3.6,0.7,0.3,0.9,1.1,2.4,8.2,1.1,0.6,1.7,-1.4,-0.3,-1.6,0.1,2013,smithja02,  2500000 ,0.04260467969801803
377,Josh Smith,PF,27,ATL,76,76,35.3,7.2,15.6,0.8,2.6,6.4,12.9,2.2,4.2,1.8,6.7,8.4,4.2,1.2,1.8,3.0,2.3,17.5,-0.3,4.5,4.2,0.3,1.5,1.8,2.5,2013,smithjo03,  13200000 ,0.2249527088055352
378,Nolan Smith,PG,24,POR,40,0,7.2,1.1,2.9,0.2,0.7,0.9,2.2,0.5,0.7,0.2,0.5,0.7,0.9,0.2,0.0,0.7,0.7,2.8,-0.6,0.1,-0.5,-4.7,-2.3,-6.9,-0.4,2013,smithno01,  1404960 ,0.023943148315410966
379,Marreese Speights,C,25,TOT,79,3,16.5,3.3,7.4,0.0,0.1,3.3,7.3,1.7,2.2,1.8,3.0,4.9,0.6,0.3,0.7,1.0,2.2,8.3,1.1,1.7,2.8,-1.3,-1.4,-2.8,-0.2,2013,speigma01,  4200000 ,0.07157586189267029
380,Tiago Splitter,PF,28,SAS,81,58,24.7,3.9,7.0,0.0,0.0,3.9,6.9,2.6,3.5,1.8,4.6,6.4,1.6,0.8,0.8,1.2,2.0,10.3,4.7,3.5,8.2,0.8,1.3,2.2,2.1,2013,splitti01,  3944000 ,0.06721314269159324
381,Jerry Stackhouse,SF,38,BRK,37,0,14.7,1.8,4.6,0.8,2.4,1.0,2.2,0.5,0.6,0.1,0.8,0.9,0.9,0.2,0.1,0.6,0.8,4.9,0.2,0.2,0.4,-1.6,-1.7,-3.3,-0.2,2013,stackje01,  1352181 ,0.023043695359498288
382,Lance Stephenson,SG,22,IND,78,72,29.2,3.5,7.7,0.8,2.4,2.7,5.3,1.0,1.5,0.6,3.3,3.9,2.9,1.0,0.2,1.4,2.1,8.8,1.8,3.6,5.5,-1.7,1.7,0.0,1.2,2013,stephla01,  870000 ,0.014826428534910275
383,DeShawn Stevenson,SG,31,ATL,56,31,20.7,1.8,4.7,1.4,3.7,0.4,0.9,0.2,0.4,0.3,1.9,2.2,0.9,0.5,0.1,0.4,1.2,5.1,0.5,0.9,1.5,-2.0,-0.4,-2.4,-0.1,2013,stevede01,  2240450 ,0.0381814618517698
384,Greg Stiemsma,C,27,MIN,76,19,15.9,1.7,3.7,0.0,0.0,1.7,3.7,0.7,0.9,0.8,2.6,3.4,0.4,0.6,1.2,0.8,2.4,4.0,-0.3,2.0,1.7,-5.1,2.3,-2.8,-0.3,2013,stiemgr01,  2575000 ,0.04388282008895857
385,Julyan Stone,PG,24,DEN,4,0,7.0,0.5,0.5,0.0,0.0,0.5,0.5,0.8,1.0,0.5,0.3,0.8,0.5,0.3,0.0,0.5,1.0,1.8,0.1,0.0,0.1,-2.0,1.9,-0.1,0.0,2013,stoneju01,  762195 ,0.012989229536972341
386,Amar'e Stoudemire,PF,30,NYK,29,0,23.5,5.3,9.2,0.0,0.0,5.3,9.2,3.6,4.5,2.1,2.9,5.0,0.4,0.3,0.7,1.7,3.1,14.2,2.1,0.6,2.7,1.6,-0.9,0.7,0.5,2013,stoudam01,  19948799 ,0.33996487670205694
387,Rodney Stuckey,SG,26,DET,76,24,28.6,4.0,9.8,0.7,2.4,3.3,7.4,2.8,3.6,0.6,2.2,2.8,3.6,0.7,0.2,1.8,1.7,11.5,1.7,0.8,2.5,-0.6,-1.3,-1.8,0.1,2013,stuckro01,  8500000 ,0.1448559109732613
388,Jared Sullinger,PF,20,BOS,45,5,19.8,2.5,5.0,0.0,0.1,2.4,4.9,1.0,1.4,2.0,3.8,5.9,0.8,0.5,0.5,0.6,3.4,6.0,1.3,1.4,2.7,-2.3,0.4,-1.9,0.0,2013,sullija01,  1306920 ,0.02227236319637349
389,Jeff Taylor,SF,23,CHA,77,29,19.6,2.2,5.2,0.7,2.0,1.5,3.2,1.0,1.3,0.7,1.3,1.9,0.8,0.6,0.2,0.6,1.8,6.1,1.2,0.0,1.2,-2.1,-1.5,-3.6,-0.6,2013,tayloje03,  575000 ,0.009799076330544146
390,Tyshawn Taylor,PG,22,BRK,38,0,5.8,0.8,2.3,0.2,0.3,0.7,1.9,0.4,0.7,0.1,0.4,0.5,0.6,0.3,0.0,0.7,0.7,2.2,-0.6,0.2,-0.4,-6.9,-0.5,-7.4,-0.3,2013,tayloty01,  473604 ,0.008071098689480052
391,Jeff Teague,PG,24,ATL,80,78,32.9,5.5,12.2,1.1,3.1,4.4,9.1,2.5,2.8,0.3,1.9,2.3,7.2,1.5,0.4,2.9,2.3,14.6,3.5,2.6,6.1,0.9,-0.6,0.3,1.5,2013,teaguje01,  2433077 ,0.041464186506245844
392,Marquis Teague,PG,19,CHI,48,0,8.2,0.9,2.4,0.1,0.5,0.8,1.9,0.2,0.3,0.1,0.9,0.9,1.3,0.2,0.1,0.7,1.0,2.1,-0.7,0.4,-0.3,-5.5,0.0,-5.6,-0.4,2013,teaguma01,  1028400 ,0.0175258610405767
393,Sebastian Telfair,PG,27,TOT,59,2,16.6,1.9,5.2,0.9,2.5,1.0,2.7,0.9,1.2,0.2,1.2,1.4,2.6,0.6,0.2,1.1,1.8,5.6,0.3,0.5,0.8,-1.5,-0.2,-1.7,0.1,2013,telfase01,  1567500 ,0.026713134170657304
394,Garrett Temple,SG,26,WAS,51,36,22.7,2.1,5.1,0.5,1.6,1.5,3.5,0.5,0.7,0.6,1.8,2.4,2.3,1.0,0.3,1.2,1.8,5.1,-0.3,1.5,1.2,-3.8,1.5,-2.3,-0.1,2013,templga01,  572943 ,0.009764021200088617
395,Jason Terry,SG,35,BOS,79,24,26.9,3.6,8.2,1.6,4.2,2.0,4.0,1.4,1.7,0.2,1.8,2.0,2.5,0.8,0.1,1.3,1.4,10.1,2.1,1.9,4.0,0.0,-0.2,-0.2,1.0,2013,terryja01,  5000000 ,0.08520935939603606
396,Hasheem Thabeet,C,25,OKC,66,4,11.7,1.0,1.6,0.0,0.0,1.0,1.6,0.5,0.8,1.0,1.9,3.0,0.2,0.5,0.9,0.6,2.2,2.4,0.7,1.5,2.2,-3.9,2.4,-1.5,0.1,2013,thabeha01,  1200000 ,0.020450246255048654
397,Isaiah Thomas,PG,23,SAC,79,62,26.9,4.6,10.5,1.5,4.1,3.2,6.5,3.2,3.6,0.4,1.7,2.0,4.0,0.8,0.0,1.8,2.1,13.9,5.2,-0.1,5.0,2.5,-2.0,0.5,1.3,2013,thomais02,  762195 ,0.012989229536972341
398,Kurt Thomas,PF,40,NYK,39,17,10.1,1.2,2.1,0.0,0.0,1.1,2.1,0.2,0.3,0.6,1.7,2.3,0.5,0.3,0.4,0.2,1.3,2.5,0.6,0.5,1.1,-1.8,1.6,-0.1,0.2,2013,thomaku01,  1352181 ,0.023043695359498288
399,Lance Thomas,SF,24,NOH,59,9,10.9,0.9,1.8,0.0,0.0,0.9,1.8,0.7,1.0,0.7,1.2,1.9,0.3,0.2,0.1,0.2,1.3,2.5,1.0,0.2,1.2,-2.3,-0.7,-3.0,-0.2,2013,thomala01,  762195 ,0.012989229536972341
400,Tyrus Thomas,PF,26,CHA,26,2,13.8,1.8,5.2,0.1,0.3,1.7,4.9,1.0,1.2,0.6,1.7,2.3,0.7,0.5,0.6,0.7,2.0,4.8,-0.4,0.2,-0.2,-5.1,-1.0,-6.1,-0.4,2013,thomaty01,  8000000 ,0.13633497503365768
401,Jason Thompson,PF,26,SAC,82,81,27.9,4.6,9.1,0.0,0.0,4.6,9.0,1.7,2.5,2.1,4.6,6.7,1.0,0.6,0.7,1.2,2.8,10.9,2.7,0.9,3.6,-1.0,-1.6,-2.6,-0.3,2013,thompja02,  5250000 ,0.08946982736583786
402,Klay Thompson,SG,22,GSW,82,82,35.8,6.2,14.7,2.6,6.4,3.6,8.3,1.6,1.9,0.4,3.3,3.7,2.2,1.0,0.5,1.9,2.9,16.6,1.7,2.6,4.3,-0.1,-0.2,-0.3,1.3,2013,thompkl01,  2286000 ,0.038957719115867685
403,Tristan Thompson,PF,21,CLE,82,82,31.3,4.8,9.7,0.0,0.0,4.8,9.7,2.2,3.5,3.7,5.7,9.4,1.3,0.7,0.9,1.5,2.9,11.7,3.2,2.0,5.2,-0.2,-1.6,-1.8,0.1,2013,thomptr01,  4006080 ,0.06827110209785443
404,Marcus Thornton,SG,25,SAC,72,8,24.0,4.6,10.8,2.0,5.3,2.7,5.5,1.5,1.8,0.7,1.8,2.5,1.3,0.8,0.1,0.9,1.5,12.7,3.1,0.1,3.2,2.3,-2.0,0.3,1.0,2013,thornma01,  7525000 ,0.12824008589103428
405,Jamaal Tinsley,PG,34,UTA,66,32,18.5,1.3,3.5,0.6,1.9,0.7,1.6,0.3,0.4,0.3,1.5,1.7,4.4,1.0,0.2,1.6,1.6,3.5,-0.2,1.0,0.9,-1.8,0.3,-1.5,0.2,2013,tinslja01,  1352181 ,0.023043695359498288
406,Anthony Tolliver,SF,27,ATL,62,11,15.5,1.3,3.5,0.7,2.1,0.6,1.3,0.7,0.8,0.5,2.0,2.5,0.5,0.2,0.2,0.6,1.1,4.1,0.3,0.9,1.2,-2.5,-0.5,-3.1,-0.3,2013,tollian01,  915852 ,0.015607832444315684
407,P.J. Tucker,SG,27,PHO,79,45,24.2,2.7,5.6,0.3,0.9,2.4,4.7,0.8,1.1,1.7,2.8,4.4,1.4,0.8,0.2,0.8,1.8,6.4,1.8,1.2,2.9,-1.3,-0.1,-1.5,0.2,2013,tuckepj01,  762195 ,0.012989229536972341
408,Ronny Turiaf,C,30,LAC,65,0,10.8,0.8,1.5,0.0,0.0,0.8,1.5,0.4,1.0,0.7,1.6,2.3,0.5,0.3,0.5,0.4,1.2,1.9,0.1,1.0,1.1,-3.2,1.5,-1.7,0.1,2013,turiaro01,  1146337 ,0.019535728284394756
409,Evan Turner,SF,24,PHI,82,82,35.3,5.4,12.8,0.7,1.9,4.7,10.9,1.9,2.5,0.7,5.6,6.3,4.3,0.9,0.2,2.3,2.4,13.3,-0.7,2.9,2.1,-2.2,-0.2,-2.3,-0.3,2013,turneev01,  5293080 ,0.09020399120639411
410,Jeremy Tyler,C,21,TOT,21,0,3.2,0.4,1.1,0.0,0.0,0.4,1.1,0.2,0.3,0.3,0.7,1.0,0.0,0.0,0.1,0.3,0.5,1.0,-0.2,0.1,-0.1,-7.3,-1.6,-8.9,-0.1,2013,tylerje01,  762195 ,0.012989229536972341
411,Ekpe Udoh,C,25,MIL,76,9,17.3,1.5,3.5,0.0,0.0,1.5,3.5,1.2,1.6,1.5,1.8,3.3,0.6,0.5,1.1,0.6,1.8,4.3,1.1,1.5,2.7,-2.8,1.1,-1.7,0.1,2013,udohek01,  3524880 ,0.06007055334957992
412,Beno Udrih,SG-PG,30,TOT,66,9,22.1,3.2,7.2,0.5,1.5,2.7,5.7,1.3,1.6,0.5,1.6,2.1,4.6,0.6,0.0,1.6,1.4,8.2,1.5,0.7,2.2,0.0,-1.4,-1.4,0.2,2013,udrihbe01,  7372000 ,0.12563267949351556
413,Jarvis Varnado,PF,24,TOT,13,0,4.5,0.2,0.5,0.0,0.0,0.2,0.5,0.2,0.3,0.2,0.5,0.7,0.2,0.1,0.2,0.5,0.8,0.6,-0.1,0.1,-0.1,-9.4,0.0,-9.5,-0.1,2013,varnaja01,  33431 ,0.0005697268187937763
414,Jarvis Varnado,PF,24,TOT,13,0,4.5,0.2,0.5,0.0,0.0,0.2,0.5,0.2,0.3,0.2,0.5,0.7,0.2,0.1,0.2,0.5,0.8,0.6,-0.1,0.1,-0.1,-9.4,0.0,-9.5,-0.1,2013,varnaja01,  275805 ,0.004700233473644745
415,Charlie Villanueva,PF,28,DET,69,0,15.8,2.5,6.7,1.3,3.8,1.2,3.0,0.4,0.7,0.7,2.8,3.5,0.8,0.4,0.6,0.6,1.4,6.8,0.4,1.1,1.6,0.5,-0.5,0.0,0.6,2013,villach01,  8060000 ,0.13735748734641012
416,Dwyane Wade,SG,31,MIA,69,69,34.7,8.2,15.8,0.2,1.0,8.0,14.9,4.5,6.2,1.2,3.7,5.0,5.1,1.9,0.8,2.8,2.0,21.2,6.1,3.5,9.6,3.7,0.7,4.4,3.8,2013,wadedw01,  17182000 ,0.2928134426285383
417,Dion Waiters,SG,21,CLE,61,48,28.8,5.5,13.4,1.0,3.3,4.5,10.0,2.6,3.5,0.4,2.1,2.4,3.0,1.0,0.3,2.0,1.9,14.7,0.3,0.6,0.9,-0.4,-1.8,-2.1,-0.1,2013,waitedi01,  3726600 ,0.0635082397450536
418,Kemba Walker,PG,22,CHA,82,82,34.9,6.4,15.2,1.3,4.0,5.1,11.1,3.6,4.5,0.7,2.7,3.5,5.7,2.0,0.4,2.4,1.9,17.7,3.7,1.1,4.8,2.2,-0.8,1.4,2.4,2013,walkeke02,  2532960 ,0.0431663797951567
419,John Wall,PG,22,WAS,49,42,32.7,6.6,15.0,0.2,0.9,6.4,14.1,5.0,6.2,0.7,3.3,4.0,7.6,1.3,0.8,3.2,2.4,18.5,2.2,2.2,4.5,2.7,1.1,3.9,2.4,2013,walljo01,  5915880 ,0.10081766901276436
420,Gerald Wallace,SF,30,BRK,69,68,30.1,2.6,6.6,0.7,2.4,2.0,4.3,1.8,2.8,1.0,3.6,4.6,2.6,1.4,0.7,1.6,1.7,7.7,0.6,2.5,3.1,-1.2,1.8,0.7,1.3,2013,wallage01,  9682435 ,0.16500681674875167
421,Rasheed Wallace,C,38,NYK,21,0,14.1,2.6,6.8,1.0,3.3,1.6,3.5,0.7,1.0,0.5,3.4,4.0,0.3,0.6,0.7,0.5,1.9,7.0,0.1,0.6,0.6,-1.0,0.0,-1.0,0.1,2013,wallara01,  1352181 ,0.023043695359498288
