,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,OWS,DWS,WS,OBPM,DBPM,BPM,VORP,Year,UID,Salary,Cap%
1065,Austin Daye,SF,26,TOT,34,4,10.1,1.5,4.1,0.7,2.1,0.8,2.1,0.1,0.2,0.3,1.9,2.2,0.5,0.4,0.1,0.7,1.1,3.8,-0.6,0.5,0.0,-3.9,-0.3,-4.2,-0.2,2015,dayeau01,  1063384 ,0.0151912
1066,Dewayne Dedmon,C,25,ORL,59,15,14.3,1.5,2.7,0.0,0.0,1.5,2.7,0.6,1.1,2.0,3.0,5.0,0.2,0.3,0.8,0.9,2.4,3.7,0.7,1.0,1.7,-3.3,-0.2,-3.5,-0.3,2015,dedmode01,  816482 ,0.011664028571428571
1067,Matthew Dellavedova,SG,24,CLE,67,13,20.6,1.7,4.6,1.0,2.5,0.6,2.1,0.4,0.6,0.6,1.3,1.9,3.0,0.4,0.0,0.9,2.3,4.8,1.4,0.5,1.9,-2.0,-0.8,-2.8,-0.3,2015,dellama01,  816482 ,0.011664028571428571
1068,Luol Deng,SF,29,MIA,72,72,33.6,5.1,10.9,1.1,3.1,4.0,7.9,2.7,3.5,1.4,3.8,5.2,1.9,0.9,0.3,1.5,1.5,14.0,3.7,1.6,5.4,1.1,-1.1,0.0,1.2,2015,denglu01,  9714461 ,0.1387780142857143
1069,DeMar DeRozan,SG,25,TOR,60,60,35.0,6.8,16.5,0.4,1.5,6.4,15.0,6.0,7.2,0.7,3.9,4.6,3.5,1.2,0.2,2.3,2.0,20.1,2.6,1.4,4.0,0.5,-1.4,-0.9,0.6,2015,derozde01,  10000000 ,0.14285714285714285
1070,Boris Diaw,PF,32,SAS,81,15,24.5,3.6,7.8,0.7,2.1,2.9,5.7,0.9,1.1,1.0,3.3,4.3,2.9,0.4,0.3,1.6,1.8,8.7,1.3,2.3,3.6,-0.6,0.2,-0.4,0.8,2015,diawbo01,  7500000 ,0.10714285714285714
1071,Gorgui Dieng,C,25,MIN,73,49,30.0,3.5,7.0,0.0,0.1,3.5,6.9,2.6,3.3,3.1,5.3,8.3,2.0,1.0,1.7,1.7,2.6,9.7,3.4,1.5,4.9,-0.1,0.3,0.2,1.2,2015,dienggo01,  1413480 ,0.020192571428571428
1072,Spencer Dinwiddie,PG,21,DET,34,1,13.4,1.5,5.0,0.4,1.9,1.1,3.1,0.9,1.0,0.1,1.3,1.4,3.1,0.6,0.2,1.0,1.6,4.3,-0.3,0.4,0.1,-3.0,0.2,-2.8,-0.1,2015,dinwisp01,  700000 ,0.01
1073,Joey Dorsey,PF,31,HOU,69,17,12.4,1.2,2.1,0.0,0.0,1.2,2.1,0.3,1.2,1.5,2.6,4.0,0.4,0.6,0.4,0.6,2.3,2.7,0.4,1.5,1.9,-3.8,0.7,-3.1,-0.2,2015,dorsejo01,  948163 ,0.013545185714285713
1074,Toney Douglas,SG,28,NOP,12,0,14.8,1.6,4.3,0.4,1.5,1.2,2.8,0.7,1.1,0.2,1.7,1.8,2.0,0.9,0.3,0.8,1.7,4.3,0.0,0.2,0.2,-3.5,1.7,-1.7,0.0,2015,douglto01,  331526 ,0.004736085714285714
1075,Chris Douglas-Roberts,SG,28,LAC,12,0,8.6,0.4,1.8,0.1,0.6,0.3,1.2,0.7,0.7,0.1,0.9,1.0,0.3,0.1,0.0,0.0,1.2,1.6,0.0,0.1,0.0,-5.6,-1.2,-6.8,-0.1,2015,douglch01,  1063384 ,0.0151912
1076,Andre Drummond,C,21,DET,82,82,30.5,6.0,11.7,0.0,0.0,6.0,11.7,1.7,4.5,5.3,8.1,13.5,0.7,0.9,1.9,1.5,3.5,13.8,3.4,4.3,7.7,0.6,-0.7,-0.1,1.2,2015,drumman01,  2568360 ,0.03669085714285714
1077,Jared Dudley,SG,29,MIL,72,22,23.8,2.8,5.9,1.0,2.7,1.7,3.2,0.7,0.9,0.6,2.4,3.1,1.8,1.0,0.2,0.9,1.6,7.2,2.0,2.1,4.1,-0.5,1.0,0.6,1.1,2015,dudleja01,  4250000 ,0.060714285714285714
1078,Mike Dunleavy,SF,34,CHI,63,63,29.2,3.3,7.6,1.7,4.2,1.6,3.5,1.1,1.4,0.4,3.5,3.9,1.8,0.6,0.3,1.0,2.0,9.4,2.4,1.7,4.1,-0.3,0.2,0.0,0.9,2015,dunlemi02,  3000000 ,0.04285714285714286
1079,Kevin Durant,SF,26,OKC,27,27,33.8,8.8,17.3,2.4,5.9,6.4,11.4,5.4,6.3,0.6,6.0,6.6,4.1,0.9,0.9,2.7,1.5,25.4,3.8,1.0,4.8,8.6,1.4,10.0,2.8,2015,duranke01,  18995624 ,0.27136605714285716
1080,Cleanthony Early,SF,23,NYK,39,7,16.6,1.9,5.5,0.6,2.2,1.4,3.3,0.9,1.2,0.6,1.9,2.5,0.9,0.6,0.3,1.0,1.5,5.4,-0.8,0.4,-0.4,-3.7,-1.5,-5.2,-0.5,2015,earlycl01,  507336 ,0.007247657142857143
1081,Wayne Ellington,SG,27,LAL,65,36,25.8,3.9,9.5,1.4,3.7,2.5,5.8,0.8,1.0,0.5,2.8,3.2,1.6,0.5,0.0,0.8,1.2,10.0,1.1,0.1,1.2,-0.5,-1.8,-2.3,-0.1,2015,ellinwa01,  1063384 ,0.0151912
1082,Monta Ellis,SG,29,DAL,80,80,33.7,7.5,16.9,1.0,3.6,6.5,13.4,2.9,3.8,0.4,2.0,2.4,4.1,1.9,0.3,2.5,2.5,18.9,1.4,2.2,3.6,0.0,-0.1,-0.1,1.3,2015,ellismo01,  8720000 ,0.12457142857142857
1083,James Ennis,SF,24,MIA,62,3,17.0,1.6,4.0,0.5,1.5,1.1,2.5,1.3,1.5,0.8,2.0,2.8,0.8,0.4,0.3,0.6,1.4,5.0,1.2,0.8,1.9,-1.0,-0.5,-1.5,0.1,2015,ennisja01,  507336 ,0.007247657142857143
1084,Tyler Ennis,PG,20,TOT,33,1,12.5,1.6,4.4,0.4,1.3,1.2,3.1,0.2,0.2,0.2,0.8,1.1,2.2,0.5,0.2,1.3,1.1,3.7,-0.8,0.5,-0.3,-4.1,-0.2,-4.3,-0.2,2015,ennisty01,  1590720 ,0.022724571428571427
1085,Jeremy Evans,SF,27,UTA,38,0,7.0,0.8,1.5,0.1,0.1,0.8,1.4,0.6,0.8,0.7,1.2,1.9,0.3,0.3,0.3,0.1,0.8,2.4,0.9,0.4,1.3,2.0,2.1,4.2,0.4,2015,evansje01,  1795000 ,0.025642857142857144
1086,Reggie Evans,PF,34,SAC,47,7,16.3,1.2,2.9,0.0,0.0,1.2,2.9,1.3,2.1,2.1,4.3,6.4,0.7,0.5,0.1,1.0,1.9,3.7,0.4,0.8,1.2,-1.6,-0.8,-2.4,-0.1,2015,evansre01,  1768654 ,0.025266485714285716
1087,Tyreke Evans,SG,25,NOP,79,76,34.1,6.6,14.7,0.9,2.9,5.7,11.9,2.6,3.7,1.0,4.2,5.3,6.6,1.3,0.5,3.1,2.5,16.6,2.4,2.2,4.6,1.4,-0.2,1.2,2.2,2015,evansty01,  11265416 ,0.1609345142857143
1088,Dante Exum,PG,19,UTA,82,41,22.2,1.8,5.1,1.0,3.2,0.8,1.9,0.2,0.4,0.3,1.3,1.6,2.4,0.5,0.2,1.4,1.8,4.8,-1.1,1.0,-0.1,-3.6,-0.7,-4.3,-1.1,2015,exumda01,  3615000 ,0.05164285714285714
1089,Festus Ezeli,C,25,GSW,46,7,11.0,1.7,3.0,0.0,0.0,1.7,3.0,1.1,1.7,1.3,2.1,3.4,0.2,0.2,0.9,0.7,1.7,4.4,0.8,0.9,1.7,-2.2,0.3,-1.8,0.0,2015,ezelife01,  1112880 ,0.015898285714285715
1090,Kenneth Faried,PF,25,DEN,75,71,27.8,5.0,9.8,0.0,0.1,5.0,9.7,2.7,3.8,3.2,5.7,8.9,1.2,0.8,0.8,1.6,2.8,12.6,3.5,2.1,5.6,0.6,-0.7,-0.1,1.0,2015,farieke01,  2373538 ,0.033907685714285714
1091,Jordan Farmar,PG,28,LAC,36,0,14.7,1.7,4.4,1.0,2.7,0.7,1.7,0.3,0.3,0.2,0.9,1.2,1.9,0.6,0.1,0.9,1.4,4.6,0.2,0.4,0.6,-1.2,-0.1,-1.4,0.1,2015,farmajo01,  2100000 ,0.03
1092,Derrick Favors,PF,23,UTA,74,74,30.8,6.5,12.4,0.0,0.1,6.5,12.3,3.0,4.5,2.6,5.6,8.2,1.5,0.8,1.7,1.6,2.8,16.0,5.0,3.3,8.3,1.9,0.6,2.5,2.6,2015,favorde01,  12950000 ,0.185
1093,Raymond Felton,PG,30,DAL,29,3,9.7,1.5,3.7,0.3,1.2,1.1,2.5,0.4,0.5,0.1,0.8,0.9,1.4,0.4,0.1,0.6,0.6,3.7,0.0,0.2,0.2,-1.3,-0.2,-1.4,0.0,2015,feltora01,  3793693 ,0.05419561428571429
1094,Landry Fields,SF,26,TOR,26,9,8.3,0.8,1.6,0.0,0.1,0.7,1.5,0.2,0.2,0.4,0.6,1.0,0.6,0.4,0.0,0.3,0.3,1.8,0.2,0.1,0.3,-1.4,1.2,-0.1,0.1,2015,fieldla01,  6250000 ,0.08928571428571429
1095,Evan Fournier,SG,22,ORL,58,32,28.6,4.4,9.9,1.5,3.9,2.9,6.0,1.8,2.5,0.5,2.2,2.6,2.1,0.7,0.0,1.4,2.0,12.0,1.5,0.6,2.1,-0.5,-1.3,-1.8,0.1,2015,fournev01,  1483920 ,0.021198857142857144
1096,Randy Foye,SG,31,DEN,50,21,21.7,3.0,8.0,1.9,5.3,1.1,2.8,0.9,1.1,0.2,1.5,1.7,2.4,0.7,0.2,1.2,1.9,8.7,0.6,0.4,1.0,-0.3,-0.9,-1.2,0.2,2015,foyera01,  3000000 ,0.04285714285714286
1097,Jamaal Franklin,SG,23,DEN,3,0,4.3,0.3,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.0,0.0,0.3,1.0,1.3,1.0,0.0,0.0,0.0,-3.8,-1.8,-5.6,0.0,2015,frankja01,  19211 ,0.00027444285714285714
1098,Tim Frazier,PG,24,TOT,11,3,21.7,1.9,5.5,0.5,1.5,1.5,4.0,0.9,1.9,0.5,2.0,2.5,5.5,0.7,0.0,2.3,2.4,5.2,-0.3,0.2,-0.1,-4.5,-0.7,-5.2,-0.2,2015,fraziti01,  59687 ,0.0008526714285714286
1099,Tim Frazier,PG,24,TOT,11,3,21.7,1.9,5.5,0.5,1.5,1.5,4.0,0.9,1.9,0.5,2.0,2.5,5.5,0.7,0.0,2.3,2.4,5.2,-0.3,0.2,-0.1,-4.5,-0.7,-5.2,-0.2,2015,fraziti01,  47749 ,0.0006821285714285714
1100,Jimmer Fredette,PG,25,NOP,50,0,10.2,1.3,3.3,0.2,1.0,1.1,2.4,0.9,0.9,0.2,0.6,0.8,1.2,0.3,0.0,0.7,0.9,3.6,0.0,0.2,0.2,-3.6,-1.2,-4.7,-0.4,2015,fredeji01,  948163 ,0.013545185714285713
1101,Joel Freeland,C,27,POR,48,8,12.9,1.5,3.1,0.0,0.0,1.5,3.1,0.4,0.5,1.3,2.7,4.0,0.3,0.2,0.5,0.5,1.9,3.5,0.6,0.9,1.6,-3.0,0.4,-2.6,-0.1,2015,freeljo01,  3100000 ,0.04428571428571428
1102,Channing Frye,PF,31,ORL,75,51,24.9,2.5,6.5,1.8,4.6,0.7,1.9,0.4,0.5,0.4,3.5,3.9,1.3,0.6,0.5,1.0,2.5,7.3,0.7,1.4,2.1,-1.5,-0.1,-1.5,0.2,2015,fryech01,  8579088 ,0.1225584
1103,Danilo Gallinari,SF,26,DEN,59,27,24.2,3.9,9.6,1.8,5.1,2.1,4.5,2.9,3.2,0.5,3.2,3.7,1.4,0.8,0.3,1.0,1.6,12.4,3.0,1.0,3.9,2.6,-0.2,2.4,1.6,2015,gallida01,  10854850 ,0.15506928571428572
1104,Langston Galloway,PG,23,NYK,45,41,32.4,4.5,11.4,1.4,3.9,3.2,7.4,1.4,1.7,0.8,3.4,4.2,3.3,1.2,0.3,1.4,2.9,11.8,0.7,0.6,1.3,-1.5,-0.9,-2.3,-0.1,2015,gallola01,  295449 ,0.0042207
1105,Marc Gasol,C,30,MEM,81,81,33.2,6.5,13.2,0.0,0.2,6.5,13.0,4.3,5.4,1.4,6.4,7.8,3.8,0.9,1.6,2.2,2.6,17.4,5.5,4.7,10.2,2.7,2.4,5.1,4.8,2015,gasolma01,  15829688 ,0.2261384
1106,Pau Gasol,PF,34,CHI,78,78,34.4,7.3,14.8,0.2,0.3,7.2,14.4,3.8,4.7,2.8,9.0,11.8,2.7,0.3,1.9,2.0,1.9,18.5,6.0,4.4,10.4,2.9,0.6,3.5,3.7,2015,gasolpa01,  7128000 ,0.10182857142857143
1107,Rudy Gay,SF,28,SAC,68,67,35.4,7.5,16.4,1.2,3.2,6.3,13.2,5.0,5.8,1.4,4.4,5.9,3.7,1.0,0.6,2.7,2.3,21.1,4.8,1.3,6.1,3.4,-0.7,2.7,2.9,2015,gayru01,  19317326 ,0.2759618
1108,Alonzo Gee,SF,27,TOT,54,2,12.3,1.6,3.4,0.2,0.6,1.4,2.8,1.0,1.4,0.7,1.1,1.7,0.5,0.6,0.1,0.6,1.1,4.5,0.6,0.6,1.2,-1.3,0.7,-0.6,0.2,2015,geeal01,  1063384 ,0.0151912
1109,Paul George,SF,24,IND,6,0,15.2,3.0,8.2,1.5,3.7,1.5,4.5,1.3,1.8,0.7,3.0,3.7,1.0,0.8,0.2,2.0,1.8,8.8,-0.2,0.2,0.0,-2.3,0.1,-2.2,0.0,2015,georgpa01,  15800000 ,0.2257142857142857
1110,Taj Gibson,PF,29,CHI,62,17,27.3,4.1,8.2,0.0,0.0,4.1,8.2,2.1,3.0,2.6,3.8,6.4,1.1,0.6,1.2,1.2,2.6,10.3,2.7,2.1,4.8,-0.5,0.1,-0.4,0.7,2015,gibsota01,  8000000 ,0.11428571428571428
1111,Rudy Gobert,C,22,UTA,82,37,26.3,3.1,5.2,0.0,0.0,3.1,5.2,2.1,3.3,3.2,6.2,9.5,1.3,0.8,2.3,1.4,2.1,8.4,5.0,4.3,9.3,1.7,2.5,4.2,3.4,2015,goberru01,  1127400 ,0.016105714285714286
1112,Drew Gooden,PF,33,WAS,51,7,16.9,2.2,5.4,0.5,1.2,1.7,4.3,0.7,0.9,1.4,3.0,4.4,1.0,0.4,0.2,0.5,1.8,5.4,0.5,1.2,1.7,-1.5,0.1,-1.4,0.1,2015,goodedr01,  6680000 ,0.09542857142857143
1113,Drew Gooden,PF,33,WAS,51,7,16.9,2.2,5.4,0.5,1.2,1.7,4.3,0.7,0.9,1.4,3.0,4.4,1.0,0.4,0.2,0.5,1.8,5.4,0.5,1.2,1.7,-1.5,0.1,-1.4,0.1,2015,goodedr01,  1448490 ,0.020692714285714287
1114,Archie Goodwin,SG,20,PHO,41,2,13.0,1.9,4.9,0.3,1.0,1.6,3.9,1.5,2.0,0.7,1.1,1.8,1.1,0.4,0.2,1.2,1.3,5.6,-0.2,0.4,0.2,-2.8,-0.6,-3.4,-0.2,2015,goodwar01,  1112280 ,0.015889714285714285
1115,Aaron Gordon,PF,19,ORL,47,8,17.0,2.0,4.4,0.3,1.0,1.7,3.4,0.9,1.3,1.0,2.6,3.6,0.7,0.4,0.5,0.8,1.8,5.2,0.3,0.7,1.0,-2.6,-0.1,-2.7,-0.2,2015,gordoaa01,  3992040 ,0.057029142857142855
1116,Ben Gordon,SG,31,ORL,56,0,14.1,2.3,5.3,0.6,1.7,1.7,3.5,1.0,1.2,0.1,1.0,1.1,0.9,0.3,0.0,1.0,1.1,6.2,0.1,0.2,0.3,-2.0,-2.2,-4.2,-0.4,2015,gordobe01,  4500000 ,0.06428571428571428
1117,Drew Gordon,PF,24,PHI,9,0,7.9,0.9,2.1,0.0,0.3,0.9,1.8,0.1,0.2,0.8,1.2,2.0,0.2,0.1,0.0,0.9,0.8,1.9,-0.2,0.1,-0.1,-7.1,-2.4,-9.5,-0.1,2015,gordodr01,  71624 ,0.0010232
1118,Eric Gordon,SG,26,NOP,61,60,33.1,4.7,11.4,2.3,5.2,2.4,6.2,1.8,2.2,0.5,2.1,2.6,3.8,0.8,0.2,2.0,2.4,13.4,2.2,0.7,2.9,0.2,-1.2,-1.0,0.5,2015,gordoer01,  14898938 ,0.21284197142857142
1119,Marcin Gortat,C,30,WAS,82,82,29.9,5.4,9.5,0.0,0.0,5.4,9.4,1.5,2.1,2.2,6.5,8.7,1.2,0.6,1.3,1.2,2.3,12.2,4.4,4.2,8.6,0.6,0.9,1.5,2.1,2015,gortama01,  10434782 ,0.1490683142857143
1120,Danny Granger,SF,31,MIA,30,6,20.4,2.2,5.4,1.0,2.8,1.2,2.6,0.9,1.2,0.7,2.0,2.7,0.6,0.4,0.2,0.8,2.2,6.3,0.2,0.3,0.6,-2.5,-1.3,-3.9,-0.3,2015,grangda01,  2100000 ,0.03
1121,Jerami Grant,SF,20,PHI,65,11,21.2,1.9,5.4,0.8,2.4,1.2,3.0,1.8,3.0,0.8,2.3,3.0,1.2,0.6,1.0,1.3,2.2,6.3,-0.9,1.4,0.5,-3.9,0.6,-3.3,-0.5,2015,grantje01,  884879 ,0.012641128571428571
1122,Danny Green,SG,27,SAS,81,80,28.5,4.0,9.1,2.4,5.6,1.6,3.5,1.4,1.6,0.7,3.6,4.2,2.0,1.2,1.1,1.1,2.0,11.7,4.0,3.9,7.8,2.6,2.0,4.6,3.8,2015,greenda02,  4025000 ,0.0575
1123,Draymond Green,PF,24,GSW,79,79,31.5,4.3,9.7,1.4,4.2,2.9,5.5,1.7,2.5,1.4,6.7,8.2,3.7,1.6,1.3,1.7,3.2,11.7,3.3,5.2,8.5,0.7,2.8,3.5,3.5,2015,greendr01,  915243 ,0.0130749
1124,Erick Green,PG,23,DEN,43,1,9.5,1.4,3.8,0.3,1.1,1.1,2.7,0.2,0.3,0.2,0.6,0.7,0.9,0.3,0.0,0.3,0.6,3.4,-0.1,0.1,0.0,-3.0,-1.3,-4.3,-0.2,2015,greener01,  507336 ,0.007247657142857143
1125,Gerald Green,SG,29,PHO,74,4,19.5,4.4,10.5,1.9,5.2,2.5,5.3,1.3,1.6,0.4,2.1,2.5,1.2,0.6,0.2,1.4,2.0,11.9,1.0,1.0,1.9,1.2,-1.5,-0.3,0.6,2015,greenge01,  3500000 ,0.05
1126,JaMychal Green,PF,24,TOT,24,1,6.8,1.1,2.0,0.0,0.3,1.1,1.7,0.3,0.4,0.8,1.1,1.9,0.2,0.2,0.2,0.6,1.0,2.6,0.1,0.3,0.4,-1.9,0.6,-1.3,0.0,2015,greenja01,  217856 ,0.0031122285714285714
1127,Jeff Green,SF,28,TOT,78,70,31.5,5.3,12.4,1.2,3.7,4.1,8.7,3.1,3.7,0.8,3.4,4.2,1.7,0.7,0.4,1.4,1.9,15.0,2.7,2.4,5.2,0.5,-0.7,-0.2,1.2,2015,greenje02,  9200000 ,0.13142857142857142
1128,Willie Green,SG,33,ORL,52,2,18.3,2.3,5.9,0.8,2.3,1.5,3.6,0.5,0.7,0.3,1.3,1.5,1.3,0.5,0.1,0.9,1.6,5.9,-0.4,0.4,-0.1,-3.2,-1.0,-4.2,-0.5,2015,greenwi01,  1448490 ,0.020692714285714287
1129,Blake Griffin,PF,25,LAC,67,67,35.2,8.6,17.1,0.1,0.4,8.4,16.7,4.6,6.4,1.9,5.7,7.6,5.3,0.9,0.5,2.3,2.9,21.9,6.6,2.4,9.0,3.8,0.2,4.0,3.6,2015,griffbl01,  17674613 ,0.25249447142857145
1130,P.J. Hairston,SG,22,CHO,45,2,15.3,1.9,6.0,1.1,3.6,0.8,2.4,0.7,0.8,0.5,1.6,2.0,0.5,0.5,0.3,0.5,1.4,5.6,-0.5,0.8,0.3,-2.6,-0.2,-2.9,-0.1,2015,hairspj02,  1149720 ,0.016424571428571427
1131,Jordan Hamilton,SF,24,LAC,14,2,8.7,1.0,2.5,0.7,1.5,0.3,1.0,0.0,0.0,0.1,1.0,1.1,0.5,0.1,0.0,0.3,1.0,2.7,0.1,0.1,0.1,-1.7,-0.7,-2.4,0.0,2015,hamiljo02,  262139 ,0.003744842857142857
1132,Jordan Hamilton,SF,24,LAC,14,2,8.7,1.0,2.5,0.7,1.5,0.3,1.0,0.0,0.0,0.1,1.0,1.1,0.5,0.1,0.0,0.3,1.0,2.7,0.1,0.1,0.1,-1.7,-0.7,-2.4,0.0,2015,hamiljo02,  948163 ,0.013545185714285713
1133,Justin Hamilton,C,24,TOT,41,14,17.4,2.1,4.3,0.2,0.8,1.8,3.6,1.0,1.1,1.4,1.9,3.3,0.9,0.7,0.7,0.6,1.7,5.3,1.0,0.5,1.5,-0.5,-0.4,-0.8,0.2,2015,hamilju01,  207719 ,0.002967414285714286
1134,Justin Hamilton,C,24,TOT,41,14,17.4,2.1,4.3,0.2,0.8,1.8,3.6,1.0,1.1,1.4,1.9,3.3,0.9,0.7,0.7,0.6,1.7,5.3,1.0,0.5,1.5,-0.5,-0.4,-0.8,0.2,2015,hamilju01,  816482 ,0.011664028571428571
1135,Tyler Hansbrough,PF,29,TOR,74,8,14.3,1.2,2.2,0.0,0.1,1.1,2.1,1.3,1.9,1.4,2.1,3.6,0.3,0.4,0.2,0.3,1.9,3.6,2.6,0.9,3.4,-0.7,-0.6,-1.3,0.2,2015,hansbty01,  3326235 ,0.047517642857142856
1136,James Harden,SG,25,HOU,81,81,36.8,8.0,18.1,2.6,6.9,5.4,11.3,8.8,10.2,0.9,4.7,5.7,7.0,1.9,0.7,4.0,2.6,27.4,12.2,4.2,16.4,7.0,1.8,8.8,8.1,2015,hardeja01,  14728844 ,0.21041205714285716
1137,Maurice Harkless,SF,21,ORL,45,4,15.0,1.4,3.5,0.2,1.2,1.2,2.3,0.5,0.9,0.8,1.5,2.4,0.6,0.7,0.2,0.6,1.5,3.5,-0.3,0.6,0.3,-3.8,0.2,-3.6,-0.3,2015,harklma01,  1887840 ,0.026969142857142858
1138,Devin Harris,PG,31,DAL,76,3,22.2,2.9,6.9,1.3,3.5,1.6,3.4,1.7,2.1,0.2,1.6,1.8,3.1,1.0,0.2,1.1,1.9,8.8,2.9,1.3,4.2,0.6,0.8,1.4,1.4,2015,harride01,  3878896 ,0.0554128
1139,Gary Harris,SG,20,DEN,55,6,13.1,1.2,3.9,0.4,1.9,0.8,2.1,0.6,0.9,0.4,0.8,1.2,0.5,0.7,0.1,0.7,1.3,3.4,-1.2,0.5,-0.7,-5.6,0.3,-5.3,-0.6,2015,harriga01,  1519200 ,0.021702857142857142
1140,Joe Harris,SG,23,CLE,51,1,9.7,0.9,2.4,0.6,1.6,0.3,0.7,0.2,0.3,0.1,0.7,0.8,0.5,0.1,0.0,0.5,1.2,2.7,0.0,0.2,0.2,-4.0,-1.6,-5.6,-0.4,2015,harrijo01,  884879 ,0.012641128571428571
1141,Tobias Harris,SF,22,ORL,68,63,34.8,6.5,14.0,1.3,3.5,5.2,10.4,2.8,3.6,1.1,5.3,6.3,1.8,1.0,0.5,1.7,2.0,17.1,3.0,1.8,4.8,1.1,-0.6,0.5,1.5,2015,harrito02,  2511432 ,0.0358776
1142,Udonis Haslem,PF,34,MIA,62,25,16.0,1.7,3.9,0.0,0.2,1.7,3.7,0.7,1.0,1.1,3.0,4.2,0.7,0.3,0.2,0.7,1.8,4.2,0.4,1.0,1.4,-3.0,-0.8,-3.7,-0.4,2015,hasleud01,  2732000 ,0.039028571428571426
1143,Spencer Hawes,PF,26,LAC,73,15,17.5,2.2,5.7,0.8,2.4,1.5,3.3,0.6,0.9,0.4,3.1,3.5,1.2,0.3,0.7,0.8,2.4,5.8,-0.3,1.5,1.2,-3.0,0.7,-2.3,-0.1,2015,hawessp01,  5305000 ,0.07578571428571429
1144,Chuck Hayes,C,31,TOR,29,0,8.8,0.8,1.6,0.0,0.0,0.8,1.6,0.2,0.4,0.6,1.1,1.8,0.7,0.3,0.1,0.3,1.3,1.7,0.3,0.2,0.5,-2.1,1.0,-1.0,0.1,2015,hayesch01,  5958750 ,0.085125
1145,Gordon Hayward,SF,24,UTA,76,76,34.4,6.4,14.3,1.6,4.3,4.8,10.0,4.9,6.1,0.7,4.2,4.9,4.1,1.4,0.4,2.7,1.7,19.3,5.8,2.9,8.7,3.5,0.5,4.0,4.0,2015,haywago01,  14746000 ,0.21065714285714285
1146,Brendan Haywood,C,35,CLE,22,1,5.4,0.6,1.4,0.0,0.0,0.6,1.4,0.3,0.6,0.3,1.0,1.3,0.1,0.1,0.5,0.5,0.8,1.6,-0.2,0.2,0.0,-7.0,0.7,-6.3,-0.1,2015,haywobr01,  2000000 ,0.02857142857142857
1147,Brendan Haywood,C,35,CLE,22,1,5.4,0.6,1.4,0.0,0.0,0.6,1.4,0.3,0.6,0.3,1.0,1.3,0.1,0.1,0.5,0.5,0.8,1.6,-0.2,0.2,0.0,-7.0,0.7,-6.3,-0.1,2015,haywobr01,  7798000 ,0.1114
1148,Gerald Henderson,SG,27,CHO,80,72,28.9,4.6,10.6,0.6,1.7,4.1,8.9,2.3,2.7,0.5,3.0,3.4,2.6,0.6,0.3,1.4,1.7,12.1,1.3,2.3,3.6,-1.3,0.0,-1.4,0.4,2015,hendege02,  6000000 ,0.08571428571428572
1149,Xavier Henry,SF,23,LAL,9,0,9.6,0.3,1.4,0.0,0.0,0.3,1.4,1.6,2.7,0.2,0.2,0.4,0.3,0.3,0.0,0.3,0.7,2.2,-0.1,0.0,-0.1,-4.9,-2.3,-7.2,-0.1,2015,henryxa01,  1082000 ,0.015457142857142857
1150,John Henson,C,24,MIL,67,11,18.3,2.9,5.2,0.0,0.0,2.9,5.2,1.2,2.0,1.9,2.8,4.7,0.9,0.4,2.0,1.3,2.3,7.0,1.3,2.4,3.6,-1.5,2.2,0.7,0.8,2015,hensojo01,  1987320 ,0.028390285714285715
1151,Roy Hibbert,C,28,IND,76,76,25.3,4.2,9.3,0.0,0.0,4.2,9.3,2.2,2.7,2.1,5.1,7.1,1.1,0.2,1.6,1.4,2.8,10.6,1.0,3.2,4.2,-1.8,0.6,-1.2,0.4,2015,hibbero01,  14898938 ,0.21284197142857142
1152,J.J. Hickson,C,26,DEN,73,8,19.3,3.0,6.3,0.0,0.0,3.0,6.3,1.6,2.8,2.1,4.1,6.2,0.8,0.5,0.5,1.3,1.9,7.6,0.5,1.4,1.8,-1.6,-1.1,-2.7,-0.2,2015,hicksjj01,  5381750 ,0.07688214285714286
1153,George Hill,PG,28,IND,43,36,29.5,5.9,12.4,1.6,4.5,4.3,8.0,2.6,3.3,0.6,3.6,4.2,5.1,1.0,0.3,1.6,2.6,16.1,3.7,1.6,5.4,4.1,1.2,5.3,2.3,2015,hillge01,  8000000 ,0.11428571428571428
1154,Jordan Hill,C,27,LAL,70,57,26.8,5.1,11.1,0.0,0.2,5.1,10.9,1.8,2.4,2.5,5.5,7.9,1.5,0.5,0.7,1.5,2.3,12.0,1.1,1.1,2.2,-0.6,-1.6,-2.2,-0.1,2015,hilljo01,  9000000 ,0.12857142857142856
1155,Solomon Hill,SF,23,IND,82,78,29.0,3.1,7.7,0.8,2.5,2.2,5.2,1.9,2.4,0.9,3.0,3.8,2.2,0.8,0.2,1.4,2.2,8.9,0.9,2.6,3.5,-2.0,0.5,-1.5,0.3,2015,hillso01,  1302840 ,0.018612
1156,Kirk Hinrich,SG,34,CHI,66,22,24.4,2.2,5.8,0.9,2.5,1.3,3.2,0.5,0.8,0.3,1.5,1.8,2.2,0.7,0.2,1.1,2.2,5.7,-0.3,1.3,1.0,-3.8,0.0,-3.8,-0.7,2015,hinriki01,  2730000 ,0.039
